Day,Device Type,Visitor or Client,Visits,HL app start,HL app complete
2022-04-30T00:00:00Z,Tablet landscape,::unspecified::,1,0,0
2022-04-30T00:00:00Z,Tablet portrait,visitor,5,0,0
2022-04-30T00:00:00Z,::unspecified::,None,0,0,0
2022-05-01T00:00:00Z,Desktop,visitor,247,9,7
2022-05-01T00:00:00Z,Desktop,client,44,0,19
2022-05-01T00:00:00Z,Desktop,::unspecified::,10,0,0
2022-05-01T00:00:00Z,Mobile/Smartphone,visitor,480,14,6
2022-05-01T00:00:00Z,Mobile/Smartphone,client,24,0,12
2022-05-01T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-05-01T00:00:00Z,Tablet landscape,visitor,6,0,0
2022-05-01T00:00:00Z,Tablet portrait,visitor,12,0,0
2022-05-01T00:00:00Z,::unspecified::,None,0,0,0
2022-05-02T00:00:00Z,Desktop,visitor,770,27,8
2022-05-02T00:00:00Z,Desktop,client,78,0,26
2022-05-02T00:00:00Z,Desktop,::unspecified::,32,0,0
2022-05-02T00:00:00Z,Mobile/Smartphone,visitor,625,7,2
2022-05-02T00:00:00Z,Mobile/Smartphone,client,33,0,15
2022-05-02T00:00:00Z,Mobile/Smartphone,::unspecified::,14,0,0
2022-05-02T00:00:00Z,Tablet landscape,visitor,6,0,0
2022-05-02T00:00:00Z,Tablet portrait,visitor,12,1,0
2022-05-02T00:00:00Z,::unspecified::,None,0,0,0
2022-05-03T00:00:00Z,Desktop,visitor,1359,42,8
2022-05-03T00:00:00Z,Desktop,client,90,0,16
2022-05-03T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-05-03T00:00:00Z,Mobile/Smartphone,visitor,1782,17,4
2022-05-03T00:00:00Z,Mobile/Smartphone,client,32,0,15
2022-05-03T00:00:00Z,Mobile/Smartphone,::unspecified::,16,0,0
2022-05-03T00:00:00Z,Tablet landscape,visitor,19,0,0
2022-05-03T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-03T00:00:00Z,Tablet landscape,::unspecified::,1,0,0
2022-05-03T00:00:00Z,Tablet portrait,visitor,18,2,0
2022-05-03T00:00:00Z,Tablet portrait,client,2,0,0
2022-05-03T00:00:00Z,::unspecified::,None,0,0,0
2022-05-04T00:00:00Z,Desktop,visitor,1221,31,12
2022-05-04T00:00:00Z,Desktop,client,92,0,24
2022-05-04T00:00:00Z,Desktop,::unspecified::,23,0,0
2022-05-04T00:00:00Z,Mobile/Smartphone,visitor,1452,24,7
2022-05-04T00:00:00Z,Mobile/Smartphone,client,25,0,4
2022-05-04T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-05-04T00:00:00Z,Tablet landscape,visitor,21,0,0
2022-05-04T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-04T00:00:00Z,Tablet portrait,visitor,10,0,0
2022-05-04T00:00:00Z,::unspecified::,None,0,0,0
2022-05-05T00:00:00Z,Desktop,visitor,877,30,4
2022-05-05T00:00:00Z,Desktop,client,70,0,17
2022-05-05T00:00:00Z,Desktop,::unspecified::,12,0,0
2022-05-05T00:00:00Z,Mobile/Smartphone,visitor,910,18,2
2022-05-05T00:00:00Z,Mobile/Smartphone,client,18,0,3
2022-05-05T00:00:00Z,Mobile/Smartphone,::unspecified::,11,0,0
2022-05-05T00:00:00Z,Tablet landscape,visitor,13,0,0
2022-05-05T00:00:00Z,Tablet portrait,visitor,12,0,0
2022-05-05T00:00:00Z,::unspecified::,None,0,0,0
2022-05-06T00:00:00Z,Desktop,visitor,676,17,7
2022-05-06T00:00:00Z,Desktop,client,55,0,10
2022-05-06T00:00:00Z,Desktop,::unspecified::,12,0,0
2022-05-06T00:00:00Z,Mobile/Smartphone,visitor,567,15,1
2022-05-06T00:00:00Z,Mobile/Smartphone,client,16,0,6
2022-05-06T00:00:00Z,Mobile/Smartphone,::unspecified::,9,0,0
2022-05-06T00:00:00Z,Tablet landscape,visitor,7,0,0
2022-05-06T00:00:00Z,Tablet portrait,visitor,6,0,0
2022-05-06T00:00:00Z,::unspecified::,None,0,0,0
2022-05-07T00:00:00Z,Desktop,visitor,243,16,6
2022-05-07T00:00:00Z,Desktop,client,29,0,8
2022-05-07T00:00:00Z,Desktop,::unspecified::,5,0,0
2022-05-07T00:00:00Z,Mobile/Smartphone,visitor,475,24,3
2022-05-07T00:00:00Z,Mobile/Smartphone,client,18,0,7
2022-05-07T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-05-07T00:00:00Z,Tablet landscape,visitor,13,0,0
2022-05-07T00:00:00Z,Tablet portrait,visitor,7,0,1
2022-05-07T00:00:00Z,::unspecified::,None,0,0,0
2022-05-08T00:00:00Z,Desktop,visitor,233,21,6
2022-05-08T00:00:00Z,Desktop,client,29,0,11
2022-05-08T00:00:00Z,Desktop,::unspecified::,14,0,0
2022-05-08T00:00:00Z,Mobile/Smartphone,visitor,411,14,3
2022-05-08T00:00:00Z,Mobile/Smartphone,client,24,0,3
2022-05-08T00:00:00Z,Mobile/Smartphone,::unspecified::,13,0,0
2022-05-08T00:00:00Z,Tablet landscape,visitor,6,2,0
2022-05-08T00:00:00Z,Tablet portrait,visitor,7,0,0
2022-05-08T00:00:00Z,::unspecified::,None,0,0,0
2022-05-09T00:00:00Z,Desktop,visitor,645,27,8
2022-05-09T00:00:00Z,Desktop,client,54,0,10
2022-05-09T00:00:00Z,Desktop,::unspecified::,12,0,0
2022-05-09T00:00:00Z,Mobile/Smartphone,visitor,432,16,3
2022-05-09T00:00:00Z,Mobile/Smartphone,client,21,0,5
2022-05-09T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-05-09T00:00:00Z,Tablet landscape,visitor,7,1,0
2022-05-09T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-09T00:00:00Z,Tablet portrait,visitor,6,0,0
2022-05-09T00:00:00Z,::unspecified::,visitor,1,0,0
2022-05-10T00:00:00Z,Desktop,visitor,611,21,4
2022-05-10T00:00:00Z,Desktop,client,65,0,12
2022-05-10T00:00:00Z,Desktop,::unspecified::,22,0,0
2022-05-10T00:00:00Z,Mobile/Smartphone,visitor,479,16,7
2022-05-10T00:00:00Z,Mobile/Smartphone,client,25,0,6
2022-05-10T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-05-10T00:00:00Z,Tablet landscape,visitor,6,2,0
2022-05-10T00:00:00Z,Tablet portrait,visitor,8,0,0
2022-05-10T00:00:00Z,::unspecified::,visitor,1,0,0
2022-05-11T00:00:00Z,Desktop,visitor,579,17,3
2022-05-11T00:00:00Z,Desktop,client,51,0,12
2022-05-11T00:00:00Z,Desktop,::unspecified::,13,0,0
2022-05-11T00:00:00Z,Mobile/Smartphone,visitor,425,9,2
2022-05-11T00:00:00Z,Mobile/Smartphone,client,23,0,10
2022-05-11T00:00:00Z,Mobile/Smartphone,::unspecified::,13,0,0
2022-05-11T00:00:00Z,Tablet landscape,visitor,7,0,0
2022-05-11T00:00:00Z,Tablet portrait,visitor,6,0,0
2022-05-11T00:00:00Z,::unspecified::,None,0,0,0
2022-05-12T00:00:00Z,Desktop,visitor,537,21,8
2022-05-12T00:00:00Z,Desktop,client,54,0,9
2022-05-12T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-05-12T00:00:00Z,Mobile/Smartphone,visitor,349,10,2
2022-05-12T00:00:00Z,Mobile/Smartphone,client,15,0,2
2022-05-12T00:00:00Z,Mobile/Smartphone,::unspecified::,6,0,0
2022-05-12T00:00:00Z,Tablet landscape,visitor,5,1,0
2022-05-12T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-12T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-05-12T00:00:00Z,Tablet portrait,client,1,0,0
2022-05-12T00:00:00Z,::unspecified::,None,0,0,0
2022-05-13T00:00:00Z,Desktop,visitor,427,4,1
2022-05-13T00:00:00Z,Desktop,client,38,0,11
2022-05-13T00:00:00Z,Desktop,::unspecified::,8,0,0
2022-05-13T00:00:00Z,Mobile/Smartphone,visitor,342,12,2
2022-05-13T00:00:00Z,Mobile/Smartphone,client,14,0,6
2022-05-13T00:00:00Z,Mobile/Smartphone,::unspecified::,8,0,0
2022-05-13T00:00:00Z,Tablet landscape,visitor,2,0,0
2022-05-13T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-05-13T00:00:00Z,::unspecified::,None,0,0,0
2022-05-14T00:00:00Z,Desktop,visitor,199,4,2
2022-05-14T00:00:00Z,Desktop,client,26,0,13
2022-05-14T00:00:00Z,Desktop,::unspecified::,10,0,0
2022-05-14T00:00:00Z,Mobile/Smartphone,visitor,324,6,3
2022-05-14T00:00:00Z,Mobile/Smartphone,client,15,0,9
2022-05-14T00:00:00Z,Mobile/Smartphone,::unspecified::,4,0,0
2022-05-14T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-05-14T00:00:00Z,Tablet portrait,visitor,7,0,0
2022-05-14T00:00:00Z,Tablet portrait,client,1,0,0
2022-05-14T00:00:00Z,::unspecified::,None,0,0,0
2022-05-15T00:00:00Z,Desktop,visitor,201,4,7
2022-05-15T00:00:00Z,Desktop,client,39,0,24
2022-05-15T00:00:00Z,Desktop,::unspecified::,11,0,0
2022-05-15T00:00:00Z,Mobile/Smartphone,visitor,367,3,3
2022-05-15T00:00:00Z,Mobile/Smartphone,client,14,0,7
2022-05-15T00:00:00Z,Mobile/Smartphone,::unspecified::,5,0,0
2022-05-15T00:00:00Z,Tablet landscape,visitor,5,0,0
2022-05-15T00:00:00Z,Tablet landscape,client,2,0,0
2022-05-15T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-05-15T00:00:00Z,::unspecified::,None,0,0,0
2022-05-16T00:00:00Z,Desktop,visitor,541,21,7
2022-05-16T00:00:00Z,Desktop,client,51,0,20
2022-05-16T00:00:00Z,Desktop,::unspecified::,13,0,0
2022-05-16T00:00:00Z,Mobile/Smartphone,visitor,336,9,3
2022-05-16T00:00:00Z,Mobile/Smartphone,client,23,0,11
2022-05-16T00:00:00Z,Mobile/Smartphone,::unspecified::,8,0,0
2022-05-16T00:00:00Z,Tablet landscape,visitor,2,0,0
2022-05-16T00:00:00Z,Tablet portrait,visitor,5,0,0
2022-05-16T00:00:00Z,Tablet portrait,client,2,0,0
2022-05-16T00:00:00Z,::unspecified::,None,0,0,0
2022-05-17T00:00:00Z,Desktop,visitor,502,14,3
2022-05-17T00:00:00Z,Desktop,client,57,0,26
2022-05-17T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-05-17T00:00:00Z,Mobile/Smartphone,visitor,445,13,3
2022-05-17T00:00:00Z,Mobile/Smartphone,client,27,0,13
2022-05-17T00:00:00Z,Mobile/Smartphone,::unspecified::,14,0,0
2022-05-17T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-05-17T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-17T00:00:00Z,Tablet portrait,visitor,5,0,0
2022-05-17T00:00:00Z,::unspecified::,None,0,0,0
2022-05-18T00:00:00Z,Desktop,visitor,529,6,3
2022-05-18T00:00:00Z,Desktop,client,54,0,19
2022-05-18T00:00:00Z,Desktop,::unspecified::,17,0,0
2022-05-18T00:00:00Z,Mobile/Smartphone,visitor,396,6,2
2022-05-18T00:00:00Z,Mobile/Smartphone,client,17,0,7
2022-05-18T00:00:00Z,Mobile/Smartphone,::unspecified::,4,0,0
2022-05-18T00:00:00Z,Tablet landscape,visitor,3,0,0
2022-05-18T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-05-18T00:00:00Z,::unspecified::,None,0,0,0
2022-05-19T00:00:00Z,Desktop,visitor,474,9,3
2022-05-19T00:00:00Z,Desktop,client,43,0,13
2022-05-19T00:00:00Z,Desktop,::unspecified::,9,0,0
2022-05-19T00:00:00Z,Mobile/Smartphone,visitor,404,8,0
2022-05-19T00:00:00Z,Mobile/Smartphone,client,18,0,7
2022-05-19T00:00:00Z,Mobile/Smartphone,::unspecified::,13,0,0
2022-05-19T00:00:00Z,Tablet landscape,visitor,2,0,0
2022-05-19T00:00:00Z,Tablet portrait,visitor,2,0,0
2022-05-19T00:00:00Z,::unspecified::,None,0,0,0
2022-05-20T00:00:00Z,Desktop,visitor,413,14,10
2022-05-20T00:00:00Z,Desktop,client,33,0,15
2022-05-20T00:00:00Z,Desktop,::unspecified::,5,0,0
2022-05-20T00:00:00Z,Mobile/Smartphone,visitor,347,13,0
2022-05-20T00:00:00Z,Mobile/Smartphone,client,20,0,5
2022-05-20T00:00:00Z,Mobile/Smartphone,::unspecified::,13,0,0
2022-05-20T00:00:00Z,Tablet landscape,visitor,2,0,0
2022-05-20T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-20T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-05-20T00:00:00Z,::unspecified::,None,0,0,0
2022-05-21T00:00:00Z,Desktop,visitor,151,6,3
2022-05-21T00:00:00Z,Desktop,client,21,0,9
2022-05-21T00:00:00Z,Desktop,::unspecified::,4,0,0
2022-05-21T00:00:00Z,Mobile/Smartphone,visitor,261,9,2
2022-05-21T00:00:00Z,Mobile/Smartphone,client,6,0,2
2022-05-21T00:00:00Z,Mobile/Smartphone,::unspecified::,3,0,0
2022-05-21T00:00:00Z,Tablet landscape,visitor,3,1,0
2022-05-21T00:00:00Z,Tablet portrait,visitor,3,1,0
2022-05-21T00:00:00Z,::unspecified::,None,0,0,0
2022-05-22T00:00:00Z,Desktop,visitor,179,9,4
2022-05-22T00:00:00Z,Desktop,client,28,0,12
2022-05-22T00:00:00Z,Desktop,::unspecified::,11,0,0
2022-05-22T00:00:00Z,Mobile/Smartphone,visitor,299,12,3
2022-05-22T00:00:00Z,Mobile/Smartphone,client,11,0,6
2022-05-22T00:00:00Z,Mobile/Smartphone,::unspecified::,7,0,0
2022-05-22T00:00:00Z,Tablet landscape,visitor,7,1,0
2022-05-22T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-22T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-05-22T00:00:00Z,::unspecified::,None,0,0,0
2022-05-23T00:00:00Z,Desktop,visitor,500,4,1
2022-05-23T00:00:00Z,Desktop,client,48,0,17
2022-05-23T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-05-23T00:00:00Z,Mobile/Smartphone,visitor,320,11,6
2022-05-23T00:00:00Z,Mobile/Smartphone,client,25,0,10
2022-05-23T00:00:00Z,Mobile/Smartphone,::unspecified::,6,0,0
2022-05-23T00:00:00Z,Tablet landscape,visitor,5,0,0
2022-05-23T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-23T00:00:00Z,Tablet portrait,visitor,2,0,0
2022-05-23T00:00:00Z,::unspecified::,None,0,0,0
2022-05-24T00:00:00Z,Desktop,visitor,492,20,9
2022-05-24T00:00:00Z,Desktop,client,56,0,20
2022-05-24T00:00:00Z,Desktop,::unspecified::,11,0,0
2022-05-24T00:00:00Z,Mobile/Smartphone,visitor,376,18,4
2022-05-24T00:00:00Z,Mobile/Smartphone,client,18,0,15
2022-05-24T00:00:00Z,Mobile/Smartphone,::unspecified::,11,0,0
2022-05-24T00:00:00Z,Tablet landscape,visitor,10,0,0
2022-05-24T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-24T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-05-24T00:00:00Z,::unspecified::,::unspecified::,1,0,0
2022-05-25T00:00:00Z,Desktop,visitor,476,18,8
2022-05-25T00:00:00Z,Desktop,client,54,0,24
2022-05-25T00:00:00Z,Desktop,::unspecified::,18,0,0
2022-05-25T00:00:00Z,Mobile/Smartphone,visitor,383,10,1
2022-05-25T00:00:00Z,Mobile/Smartphone,client,25,0,5
2022-05-25T00:00:00Z,Mobile/Smartphone,::unspecified::,14,0,0
2022-05-25T00:00:00Z,Tablet landscape,visitor,8,0,0
2022-05-25T00:00:00Z,Tablet portrait,visitor,3,0,0
2022-05-25T00:00:00Z,::unspecified::,::unspecified::,1,0,0
2022-05-26T00:00:00Z,Desktop,visitor,448,10,6
2022-05-26T00:00:00Z,Desktop,client,35,0,15
2022-05-26T00:00:00Z,Desktop,::unspecified::,8,0,0
2022-05-26T00:00:00Z,Mobile/Smartphone,visitor,324,6,0
2022-05-26T00:00:00Z,Mobile/Smartphone,client,10,0,4
2022-05-26T00:00:00Z,Mobile/Smartphone,::unspecified::,6,0,0
2022-05-26T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-05-26T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-05-26T00:00:00Z,::unspecified::,None,0,0,0
2022-05-27T00:00:00Z,Desktop,visitor,387,11,4
2022-05-27T00:00:00Z,Desktop,client,38,0,13
2022-05-27T00:00:00Z,Desktop,::unspecified::,11,0,0
2022-05-27T00:00:00Z,Mobile/Smartphone,visitor,289,12,6
2022-05-27T00:00:00Z,Mobile/Smartphone,client,16,0,7
2022-05-27T00:00:00Z,Mobile/Smartphone,::unspecified::,6,0,0
2022-05-27T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-05-27T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-05-27T00:00:00Z,::unspecified::,None,0,0,0
2022-05-28T00:00:00Z,Desktop,visitor,173,4,2
2022-05-28T00:00:00Z,Desktop,client,25,0,9
2022-05-28T00:00:00Z,Desktop,::unspecified::,5,0,0
2022-05-28T00:00:00Z,Mobile/Smartphone,visitor,230,12,1
2022-05-28T00:00:00Z,Mobile/Smartphone,client,13,0,10
2022-05-28T00:00:00Z,Mobile/Smartphone,::unspecified::,6,0,0
2022-05-28T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-05-28T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-05-28T00:00:00Z,::unspecified::,None,0,0,0
2022-05-29T00:00:00Z,Desktop,visitor,160,6,0
2022-05-29T00:00:00Z,Desktop,client,18,0,7
2022-05-29T00:00:00Z,Desktop,::unspecified::,6,0,0
2022-05-29T00:00:00Z,Mobile/Smartphone,visitor,267,5,0
2022-05-29T00:00:00Z,Mobile/Smartphone,client,14,0,7
2022-05-29T00:00:00Z,Mobile/Smartphone,::unspecified::,5,0,0
2022-05-29T00:00:00Z,Tablet landscape,visitor,5,0,0
2022-05-29T00:00:00Z,Tablet landscape,client,1,0,0
2022-05-29T00:00:00Z,Tablet landscape,::unspecified::,1,0,0
2022-05-29T00:00:00Z,Tablet portrait,None,0,0,0
2022-05-29T00:00:00Z,::unspecified::,None,0,0,0
2022-05-30T00:00:00Z,Desktop,visitor,497,22,9
2022-05-30T00:00:00Z,Desktop,client,46,0,26
2022-05-30T00:00:00Z,Desktop,::unspecified::,17,0,0
2022-05-30T00:00:00Z,Mobile/Smartphone,visitor,319,13,5
2022-05-30T00:00:00Z,Mobile/Smartphone,client,29,0,19
2022-05-30T00:00:00Z,Mobile/Smartphone,::unspecified::,15,0,0
2022-05-30T00:00:00Z,Tablet landscape,visitor,3,0,0
2022-05-30T00:00:00Z,Tablet portrait,visitor,3,0,0
2022-05-30T00:00:00Z,::unspecified::,None,0,0,0
2022-05-31T00:00:00Z,Desktop,visitor,513,31,14
2022-05-31T00:00:00Z,Desktop,client,51,0,17
2022-05-31T00:00:00Z,Desktop,::unspecified::,13,0,0
2022-05-31T00:00:00Z,Mobile/Smartphone,visitor,325,12,4
2022-05-31T00:00:00Z,Mobile/Smartphone,client,19,0,12
2022-05-31T00:00:00Z,Mobile/Smartphone,::unspecified::,14,0,0
2022-05-31T00:00:00Z,Tablet landscape,visitor,8,0,0
2022-05-31T00:00:00Z,Tablet portrait,visitor,3,0,0
2022-05-31T00:00:00Z,::unspecified::,None,0,0,0
2022-06-01T00:00:00Z,Desktop,visitor,479,14,1
2022-06-01T00:00:00Z,Desktop,client,45,0,13
2022-06-01T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-06-01T00:00:00Z,Mobile/Smartphone,visitor,332,12,5
2022-06-01T00:00:00Z,Mobile/Smartphone,client,20,0,10
2022-06-01T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-06-01T00:00:00Z,Tablet landscape,visitor,1,0,0
2022-06-01T00:00:00Z,Tablet portrait,visitor,6,1,0
2022-06-01T00:00:00Z,::unspecified::,None,0,0,0
2022-06-02T00:00:00Z,Desktop,visitor,391,14,4
2022-06-02T00:00:00Z,Desktop,client,47,0,21
2022-06-02T00:00:00Z,Desktop,::unspecified::,16,0,0
2022-06-02T00:00:00Z,Mobile/Smartphone,visitor,288,9,1
2022-06-02T00:00:00Z,Mobile/Smartphone,client,19,0,6
2022-06-02T00:00:00Z,Mobile/Smartphone,::unspecified::,8,0,0
2022-06-02T00:00:00Z,Tablet landscape,visitor,2,0,0
2022-06-02T00:00:00Z,Tablet portrait,visitor,7,0,0
2022-06-02T00:00:00Z,Tablet portrait,client,2,0,1
2022-06-02T00:00:00Z,Tablet portrait,::unspecified::,1,0,0
2022-06-02T00:00:00Z,::unspecified::,None,0,0,0
2022-06-03T00:00:00Z,Desktop,visitor,368,5,1
2022-06-03T00:00:00Z,Desktop,client,44,0,27
2022-06-03T00:00:00Z,Desktop,::unspecified::,13,0,0
2022-06-03T00:00:00Z,Mobile/Smartphone,visitor,266,12,1
2022-06-03T00:00:00Z,Mobile/Smartphone,client,16,0,5
2022-06-03T00:00:00Z,Mobile/Smartphone,::unspecified::,5,0,0
2022-06-03T00:00:00Z,Tablet landscape,visitor,3,0,0
2022-06-03T00:00:00Z,Tablet portrait,visitor,2,0,0
2022-06-03T00:00:00Z,::unspecified::,None,0,0,0
2022-06-04T00:00:00Z,Desktop,visitor,182,6,4
2022-06-04T00:00:00Z,Desktop,client,22,0,9
2022-06-04T00:00:00Z,Desktop,::unspecified::,2,0,0
2022-06-04T00:00:00Z,Mobile/Smartphone,visitor,320,9,2
2022-06-04T00:00:00Z,Mobile/Smartphone,client,14,0,10
2022-06-04T00:00:00Z,Mobile/Smartphone,::unspecified::,8,0,0
2022-06-04T00:00:00Z,Tablet landscape,visitor,13,0,0
2022-06-04T00:00:00Z,Tablet landscape,client,1,0,1
2022-06-04T00:00:00Z,Tablet portrait,visitor,4,0,0
2022-06-04T00:00:00Z,::unspecified::,None,0,0,0
2022-06-05T00:00:00Z,Desktop,visitor,186,8,4
2022-06-05T00:00:00Z,Desktop,client,26,0,8
2022-06-05T00:00:00Z,Desktop,::unspecified::,8,0,0
2022-06-05T00:00:00Z,Mobile/Smartphone,visitor,305,5,0
2022-06-05T00:00:00Z,Mobile/Smartphone,client,11,0,11
2022-06-05T00:00:00Z,Mobile/Smartphone,::unspecified::,7,0,0
2022-06-05T00:00:00Z,Tablet landscape,visitor,7,0,0
2022-06-05T00:00:00Z,Tablet landscape,client,1,0,1
2022-06-05T00:00:00Z,Tablet landscape,::unspecified::,1,0,0
2022-06-05T00:00:00Z,Tablet portrait,visitor,1,0,0
2022-06-05T00:00:00Z,Tablet portrait,client,1,0,0
2022-06-05T00:00:00Z,::unspecified::,None,0,0,0
2022-06-06T00:00:00Z,Desktop,visitor,543,8,4
2022-06-06T00:00:00Z,Desktop,client,49,0,13
2022-06-06T00:00:00Z,Desktop,::unspecified::,18,0,0
2022-06-06T00:00:00Z,Mobile/Smartphone,visitor,431,10,1
2022-06-06T00:00:00Z,Mobile/Smartphone,client,20,0,6
2022-06-06T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-06-06T00:00:00Z,Tablet landscape,visitor,4,0,0
2022-06-06T00:00:00Z,Tablet portrait,visitor,3,0,0
2022-06-06T00:00:00Z,::unspecified::,None,0,0,0
2022-06-07T00:00:00Z,Desktop,visitor,986,23,1
2022-06-07T00:00:00Z,Desktop,client,69,0,18
2022-06-07T00:00:00Z,Desktop,::unspecified::,12,0,0
2022-06-07T00:00:00Z,Mobile/Smartphone,visitor,1340,14,1
2022-06-07T00:00:00Z,Mobile/Smartphone,client,33,0,11
2022-06-07T00:00:00Z,Mobile/Smartphone,::unspecified::,14,0,0
2022-06-07T00:00:00Z,Tablet landscape,visitor,19,0,0
2022-06-07T00:00:00Z,Tablet landscape,client,3,0,0
2022-06-07T00:00:00Z,Tablet landscape,::unspecified::,1,0,0
2022-06-07T00:00:00Z,Tablet portrait,visitor,9,0,0
2022-06-07T00:00:00Z,::unspecified::,None,0,0,0
2022-06-08T00:00:00Z,Desktop,visitor,946,12,4
2022-06-08T00:00:00Z,Desktop,client,65,0,18
2022-06-08T00:00:00Z,Desktop,::unspecified::,22,0,0
2022-06-08T00:00:00Z,Mobile/Smartphone,visitor,1221,17,4
2022-06-08T00:00:00Z,Mobile/Smartphone,client,27,0,4
2022-06-08T00:00:00Z,Mobile/Smartphone,::unspecified::,11,0,0
2022-06-08T00:00:00Z,Tablet landscape,visitor,14,0,0
2022-06-08T00:00:00Z,Tablet portrait,visitor,15,0,0
2022-06-08T00:00:00Z,::unspecified::,None,0,0,0
2022-06-09T00:00:00Z,Desktop,visitor,748,14,3
2022-06-09T00:00:00Z,Desktop,client,46,0,13
2022-06-09T00:00:00Z,Desktop,::unspecified::,14,0,0
2022-06-09T00:00:00Z,Mobile/Smartphone,visitor,736,16,1
2022-06-09T00:00:00Z,Mobile/Smartphone,client,23,0,8
2022-06-09T00:00:00Z,Mobile/Smartphone,::unspecified::,11,0,0
2022-06-09T00:00:00Z,Tablet landscape,visitor,11,0,0
2022-06-09T00:00:00Z,Tablet portrait,visitor,9,0,0
2022-06-09T00:00:00Z,::unspecified::,None,0,0,0
2022-06-10T00:00:00Z,Desktop,visitor,642,10,4
2022-06-10T00:00:00Z,Desktop,client,47,0,12
2022-06-10T00:00:00Z,Desktop,::unspecified::,13,0,0
2022-06-10T00:00:00Z,Mobile/Smartphone,visitor,628,14,4
2022-06-10T00:00:00Z,Mobile/Smartphone,client,29,0,10
2022-06-10T00:00:00Z,Mobile/Smartphone,::unspecified::,15,0,0
2022-06-10T00:00:00Z,Tablet landscape,visitor,7,0,0
2022-06-10T00:00:00Z,Tablet portrait,visitor,6,0,0
2022-06-10T00:00:00Z,::unspecified::,visitor,1,0,0
2022-06-11T00:00:00Z,Desktop,visitor,234,8,3
2022-06-11T00:00:00Z,Desktop,client,26,0,9
2022-06-11T00:00:00Z,Desktop,::unspecified::,5,0,0
2022-06-11T00:00:00Z,Mobile/Smartphone,visitor,463,18,1
2022-06-11T00:00:00Z,Mobile/Smartphone,client,25,0,9
2022-06-11T00:00:00Z,Mobile/Smartphone,::unspecified::,15,0,0
2022-06-11T00:00:00Z,Tablet landscape,visitor,4,1,1
2022-06-11T00:00:00Z,Tablet landscape,client,1,0,0
2022-06-11T00:00:00Z,Tablet portrait,visitor,7,1,1
2022-06-11T00:00:00Z,::unspecified::,None,0,0,0
2022-06-12T00:00:00Z,Desktop,visitor,192,10,7
2022-06-12T00:00:00Z,Desktop,client,27,0,7
2022-06-12T00:00:00Z,Desktop,::unspecified::,8,0,0
2022-06-12T00:00:00Z,Mobile/Smartphone,visitor,377,12,4
2022-06-12T00:00:00Z,Mobile/Smartphone,client,21,0,6
2022-06-12T00:00:00Z,Mobile/Smartphone,::unspecified::,8,0,0
2022-06-12T00:00:00Z,Tablet landscape,visitor,9,1,0
2022-06-12T00:00:00Z,Tablet portrait,visitor,6,0,2
2022-06-12T00:00:00Z,::unspecified::,None,0,0,0
2022-06-13T00:00:00Z,Desktop,visitor,331,10,4
2022-06-13T00:00:00Z,Desktop,client,36,0,8
2022-06-13T00:00:00Z,Desktop,::unspecified::,17,0,0
2022-06-13T00:00:00Z,Mobile/Smartphone,visitor,399,12,7
2022-06-13T00:00:00Z,Mobile/Smartphone,client,18,0,5
2022-06-13T00:00:00Z,Mobile/Smartphone,::unspecified::,10,0,0
2022-06-13T00:00:00Z,Tablet landscape,visitor,3,2,0
2022-06-13T00:00:00Z,Tablet portrait,visitor,4,0,0
