Product Name,Channel Description,NTB (group),Day of Calendar Date,Sales
PTD,MOBILE APP,Existing,24 November 2022,6
PTD,MOBILE APP,Existing,23 November 2022,12
PTD,MOBILE APP,Existing,22 November 2022,12
PTD,MOBILE APP,NTB,22 November 2022,1
PTD,MOBILE APP,Existing,21 November 2022,8
PTD,MOBILE APP,Existing,20 November 2022,15
PTD,MOBILE APP,Existing,19 November 2022,8
PTD,MOBILE APP,Existing,18 November 2022,9
PTD,MOBILE APP,Existing,17 November 2022,15
PTD,ONLINE,Existing,13 February 2023,51
PTD,ONLINE,NTB,13 February 2023,5
PTD,ONLINE,Existing,12 February 2023,26
PTD,ONLINE,NTB,12 February 2023,3
PTD,ONLINE,Existing,11 February 2023,23
PTD,ONLINE,NTB,11 February 2023,3
PTD,ONLINE,Existing,10 February 2023,43
PTD,ONLINE,NTB,10 February 2023,4
PTD,ONLINE,Existing,9 February 2023,48
PTD,ONLINE,NTB,9 February 2023,4
PTD,ONLINE,Existing,8 February 2023,64
PTD,ONLINE,NTB,8 February 2023,8
PTD,ONLINE,Existing,7 February 2023,51
PTD,ONLINE,NTB,7 February 2023,4
PTD,ONLINE,Existing,6 February 2023,44
PTD,ONLINE,NTB,6 February 2023,5
PTD,ONLINE,Existing,5 February 2023,35
PTD,ONLINE,NTB,5 February 2023,5
PTD,ONLINE,Existing,4 February 2023,31
PTD,ONLINE,NTB,4 February 2023,2
PTD,ONLINE,Existing,3 February 2023,43
PTD,ONLINE,NTB,3 February 2023,8
PTD,ONLINE,Existing,2 February 2023,48
PTD,ONLINE,NTB,2 February 2023,3
PTD,ONLINE,Existing,1 February 2023,72
PTD,ONLINE,NTB,1 February 2023,8
PTD,ONLINE,Existing,31 January 2023,48
PTD,ONLINE,NTB,31 January 2023,13
PTD,ONLINE,Existing,30 January 2023,49
PTD,ONLINE,NTB,30 January 2023,4
PTD,ONLINE,Existing,29 January 2023,29
PTD,ONLINE,NTB,29 January 2023,1
PTD,ONLINE,Existing,28 January 2023,27
PTD,ONLINE,NTB,28 January 2023,4
PTD,ONLINE,Existing,27 January 2023,44
PTD,ONLINE,NTB,27 January 2023,7
PTD,ONLINE,Existing,26 January 2023,19
PTD,ONLINE,NTB,26 January 2023,6
PTD,ONLINE,Existing,25 January 2023,54
PTD,ONLINE,NTB,25 January 2023,8
PTD,ONLINE,Existing,24 January 2023,67
PTD,ONLINE,NTB,24 January 2023,6
PTD,ONLINE,Existing,23 January 2023,75
PTD,ONLINE,NTB,23 January 2023,11
PTD,ONLINE,Existing,22 January 2023,33
PTD,ONLINE,NTB,22 January 2023,3
PTD,ONLINE,Existing,21 January 2023,36
PTD,ONLINE,NTB,21 January 2023,3
PTD,ONLINE,Existing,20 January 2023,54
PTD,ONLINE,NTB,20 January 2023,9
PTD,ONLINE,Existing,19 January 2023,81
PTD,ONLINE,NTB,19 January 2023,7
PTD,ONLINE,Existing,18 January 2023,73
PTD,ONLINE,NTB,18 January 2023,7
PTD,ONLINE,Existing,17 January 2023,55
PTD,ONLINE,NTB,17 January 2023,13
PTD,ONLINE,Existing,16 January 2023,72
PTD,ONLINE,NTB,16 January 2023,9
PTD,ONLINE,Existing,15 January 2023,39
PTD,ONLINE,NTB,15 January 2023,6
PTD,ONLINE,Existing,14 January 2023,37
PTD,ONLINE,NTB,14 January 2023,10
PTD,ONLINE,Existing,13 January 2023,56
PTD,ONLINE,NTB,13 January 2023,9
PTD,ONLINE,Existing,12 January 2023,60
PTD,ONLINE,NTB,12 January 2023,11
PTD,ONLINE,Existing,11 January 2023,74
PTD,ONLINE,NTB,11 January 2023,9
PTD,ONLINE,Existing,10 January 2023,85
PTD,ONLINE,NTB,10 January 2023,7
PTD,ONLINE,Existing,9 January 2023,78
PTD,ONLINE,NTB,9 January 2023,7
PTD,ONLINE,Existing,8 January 2023,29
PTD,ONLINE,NTB,8 January 2023,2
PTD,ONLINE,Existing,7 January 2023,36
PTD,ONLINE,NTB,7 January 2023,5
PTD,ONLINE,Existing,6 January 2023,62
PTD,ONLINE,NTB,6 January 2023,11
PTD,ONLINE,Existing,5 January 2023,73
PTD,ONLINE,NTB,5 January 2023,10
PTD,ONLINE,Existing,4 January 2023,94
PTD,ONLINE,NTB,4 January 2023,7
PTD,ONLINE,Existing,3 January 2023,73
PTD,ONLINE,NTB,3 January 2023,6
PTD,ONLINE,Existing,2 January 2023,40
PTD,ONLINE,NTB,2 January 2023,4
PTD,ONLINE,Existing,1 January 2023,32
PTD,ONLINE,NTB,1 January 2023,2
PTD,ONLINE,Existing,31 December 2022,30
PTD,ONLINE,NTB,31 December 2022,5
PTD,ONLINE,Existing,30 December 2022,48
PTD,ONLINE,NTB,30 December 2022,10
PTD,ONLINE,Existing,29 December 2022,47
PTD,ONLINE,NTB,29 December 2022,9
PTD,ONLINE,Existing,28 December 2022,54
PTD,ONLINE,NTB,28 December 2022,11
PTD,ONLINE,Existing,27 December 2022,21
PTD,ONLINE,NTB,27 December 2022,2
PTD,ONLINE,Existing,26 December 2022,27
PTD,ONLINE,Existing,25 December 2022,9
PTD,ONLINE,NTB,25 December 2022,2
PTD,ONLINE,Existing,24 December 2022,16
PTD,ONLINE,NTB,24 December 2022,2
PTD,ONLINE,Existing,23 December 2022,59
PTD,ONLINE,NTB,23 December 2022,4
PTD,ONLINE,Existing,22 December 2022,75
PTD,ONLINE,NTB,22 December 2022,5
PTD,ONLINE,Existing,21 December 2022,70
PTD,ONLINE,NTB,21 December 2022,13
PTD,ONLINE,Existing,20 December 2022,76
PTD,ONLINE,NTB,20 December 2022,7
PTD,ONLINE,Existing,19 December 2022,64
PTD,ONLINE,NTB,19 December 2022,6
PTD,ONLINE,Existing,18 December 2022,30
PTD,ONLINE,Existing,17 December 2022,42
PTD,ONLINE,NTB,17 December 2022,3
PTD,ONLINE,Existing,16 December 2022,64
PTD,ONLINE,NTB,16 December 2022,3
PTD,ONLINE,Existing,15 December 2022,85
PTD,ONLINE,NTB,15 December 2022,5
PTD,ONLINE,Existing,14 December 2022,78
PTD,ONLINE,NTB,14 December 2022,9
PTD,ONLINE,Existing,13 December 2022,113
PTD,ONLINE,NTB,13 December 2022,1
PTD,ONLINE,Existing,12 December 2022,48
PTD,ONLINE,NTB,12 December 2022,1
PTD,ONLINE,Existing,11 December 2022,22
PTD,ONLINE,Existing,10 December 2022,17
PTD,ONLINE,NTB,10 December 2022,2
PTD,ONLINE,Existing,9 December 2022,34
PTD,ONLINE,NTB,9 December 2022,6
PTD,ONLINE,Existing,8 December 2022,29
PTD,ONLINE,NTB,8 December 2022,3
PTD,ONLINE,Existing,7 December 2022,25
PTD,ONLINE,Existing,6 December 2022,34
PTD,ONLINE,NTB,6 December 2022,2
PTD,ONLINE,Existing,5 December 2022,33
PTD,ONLINE,Existing,4 December 2022,9
PTD,ONLINE,Existing,3 December 2022,17
PTD,ONLINE,NTB,3 December 2022,1
PTD,ONLINE,Existing,2 December 2022,34
PTD,ONLINE,NTB,2 December 2022,3
PTD,ONLINE,Existing,1 December 2022,40
PTD,ONLINE,NTB,1 December 2022,3
PTD,ONLINE,Existing,30 November 2022,27
PTD,ONLINE,NTB,30 November 2022,3
PTD,ONLINE,Existing,29 November 2022,35
PTD,ONLINE,NTB,29 November 2022,6
PTD,ONLINE,Existing,28 November 2022,34
PTD,ONLINE,NTB,28 November 2022,3
PTD,ONLINE,Existing,27 November 2022,6
PTD,ONLINE,Existing,26 November 2022,18
PTD,ONLINE,NTB,26 November 2022,3
PTD,ONLINE,Existing,25 November 2022,27
PTD,ONLINE,NTB,25 November 2022,1
PTD,ONLINE,Existing,24 November 2022,38
PTD,ONLINE,NTB,24 November 2022,8
PTD,ONLINE,Existing,23 November 2022,43
PTD,ONLINE,Existing,22 November 2022,44
PTD,ONLINE,NTB,22 November 2022,3
PTD,ONLINE,Existing,21 November 2022,47
PTD,ONLINE,NTB,21 November 2022,4
PTD,ONLINE,Existing,20 November 2022,31
PTD,ONLINE,NTB,20 November 2022,2
PTD,ONLINE,Existing,19 November 2022,28
PTD,ONLINE,NTB,19 November 2022,2
PTD,ONLINE,Existing,18 November 2022,29
PTD,ONLINE,NTB,18 November 2022,1
PTD,ONLINE,Existing,17 November 2022,39
PTD,ONLINE,NTB,17 November 2022,2
SA,ONLINE,Existing,13 February 2023,76
SA,ONLINE,NTB,13 February 2023,17
SA,ONLINE,Existing,12 February 2023,55
SA,ONLINE,NTB,12 February 2023,8
SA,ONLINE,Existing,11 February 2023,31
SA,ONLINE,NTB,11 February 2023,6
SA,ONLINE,Existing,10 February 2023,51
SA,ONLINE,NTB,10 February 2023,22
SA,ONLINE,Existing,9 February 2023,77
SA,ONLINE,NTB,9 February 2023,13
SA,ONLINE,Existing,8 February 2023,71
SA,ONLINE,NTB,8 February 2023,14
SA,ONLINE,Existing,7 February 2023,70
SA,ONLINE,NTB,7 February 2023,15
SA,ONLINE,Existing,6 February 2023,65
SA,ONLINE,NTB,6 February 2023,15
SA,ONLINE,Existing,5 February 2023,68
SA,ONLINE,NTB,5 February 2023,12
SA,ONLINE,Existing,4 February 2023,54
SA,ONLINE,NTB,4 February 2023,6
SA,ONLINE,Existing,3 February 2023,65
SA,ONLINE,NTB,3 February 2023,12
SA,ONLINE,Existing,2 February 2023,72
SA,ONLINE,NTB,2 February 2023,18
SA,ONLINE,Existing,1 February 2023,101
SA,ONLINE,NTB,1 February 2023,13
SA,ONLINE,Existing,31 January 2023,74
SA,ONLINE,NTB,31 January 2023,15
SA,ONLINE,Existing,30 January 2023,82
SA,ONLINE,NTB,30 January 2023,8
SA,ONLINE,Existing,29 January 2023,51
SA,ONLINE,NTB,29 January 2023,14
SA,ONLINE,Existing,28 January 2023,47
SA,ONLINE,NTB,28 January 2023,4
SA,ONLINE,Existing,27 January 2023,59
SA,ONLINE,NTB,27 January 2023,2
SA,ONLINE,Existing,26 January 2023,59
SA,ONLINE,NTB,26 January 2023,10
SA,ONLINE,Existing,25 January 2023,57
SA,ONLINE,NTB,25 January 2023,11
SA,ONLINE,Existing,24 January 2023,62
SA,ONLINE,NTB,24 January 2023,9
SA,ONLINE,Existing,23 January 2023,64
SA,ONLINE,NTB,23 January 2023,11
SA,ONLINE,Existing,22 January 2023,44
SA,ONLINE,NTB,22 January 2023,7
SA,ONLINE,Existing,21 January 2023,38
SA,ONLINE,NTB,21 January 2023,12
SA,ONLINE,Existing,20 January 2023,59
SA,ONLINE,NTB,20 January 2023,4
SA,ONLINE,Existing,19 January 2023,85
SA,ONLINE,NTB,19 January 2023,25
SA,ONLINE,Existing,18 January 2023,64
SA,ONLINE,NTB,18 January 2023,17
SA,ONLINE,Existing,17 January 2023,69
SA,ONLINE,NTB,17 January 2023,17
SA,ONLINE,Existing,16 January 2023,57
SA,ONLINE,NTB,16 January 2023,9
SA,ONLINE,Existing,15 January 2023,63
SA,ONLINE,NTB,15 January 2023,5
SA,ONLINE,Existing,14 January 2023,63
SA,ONLINE,NTB,14 January 2023,9
SA,ONLINE,Existing,13 January 2023,69
SA,ONLINE,NTB,13 January 2023,13
SA,ONLINE,Existing,12 January 2023,81
SA,ONLINE,NTB,12 January 2023,15
SA,ONLINE,Existing,11 January 2023,93
SA,ONLINE,NTB,11 January 2023,18
SA,ONLINE,Existing,10 January 2023,86
SA,ONLINE,NTB,10 January 2023,11
SA,ONLINE,Existing,9 January 2023,70
SA,ONLINE,NTB,9 January 2023,13
SA,ONLINE,Existing,8 January 2023,59
SA,ONLINE,NTB,8 January 2023,8
SA,ONLINE,Existing,7 January 2023,53
SA,ONLINE,NTB,7 January 2023,2
SA,ONLINE,Existing,6 January 2023,70
SA,ONLINE,NTB,6 January 2023,21
SA,ONLINE,Existing,5 January 2023,79
SA,ONLINE,NTB,5 January 2023,12
SA,ONLINE,Existing,4 January 2023,99
SA,ONLINE,NTB,4 January 2023,24
SA,ONLINE,Existing,3 January 2023,91
SA,ONLINE,NTB,3 January 2023,20
SA,ONLINE,Existing,2 January 2023,64
SA,ONLINE,NTB,2 January 2023,7
SA,ONLINE,Existing,1 January 2023,55
SA,ONLINE,NTB,1 January 2023,1
SA,ONLINE,Existing,31 December 2022,43
SA,ONLINE,NTB,31 December 2022,2
SA,ONLINE,Existing,30 December 2022,68
SA,ONLINE,NTB,30 December 2022,5
SA,ONLINE,Existing,29 December 2022,82
SA,ONLINE,NTB,29 December 2022,14
SA,ONLINE,Existing,28 December 2022,72
SA,ONLINE,NTB,28 December 2022,8
SA,ONLINE,Existing,27 December 2022,32
SA,ONLINE,NTB,27 December 2022,11
SA,ONLINE,Existing,26 December 2022,28
SA,ONLINE,NTB,26 December 2022,2
SA,ONLINE,Existing,25 December 2022,12
SA,ONLINE,NTB,25 December 2022,1
SA,ONLINE,Existing,24 December 2022,16
SA,ONLINE,NTB,24 December 2022,1
SA,ONLINE,Existing,23 December 2022,58
SA,ONLINE,NTB,23 December 2022,5
SA,ONLINE,Existing,22 December 2022,59
SA,ONLINE,NTB,22 December 2022,9
SA,ONLINE,Existing,21 December 2022,61
SA,ONLINE,NTB,21 December 2022,7
SA,ONLINE,Existing,20 December 2022,42
SA,ONLINE,NTB,20 December 2022,7
SA,ONLINE,Existing,19 December 2022,39
SA,ONLINE,NTB,19 December 2022,9
SA,ONLINE,Existing,18 December 2022,37
SA,ONLINE,NTB,18 December 2022,3
SA,ONLINE,Existing,17 December 2022,42
SA,ONLINE,NTB,17 December 2022,5
SA,ONLINE,Existing,16 December 2022,60
SA,ONLINE,NTB,16 December 2022,7
SA,ONLINE,Existing,15 December 2022,77
SA,ONLINE,NTB,15 December 2022,6
SA,ONLINE,Existing,14 December 2022,60
SA,ONLINE,NTB,14 December 2022,8
SA,ONLINE,Existing,13 December 2022,52
SA,ONLINE,NTB,13 December 2022,16
SA,ONLINE,Existing,12 December 2022,52
SA,ONLINE,NTB,12 December 2022,7
SA,ONLINE,Existing,11 December 2022,32
SA,ONLINE,NTB,11 December 2022,14
SA,ONLINE,Existing,10 December 2022,23
SA,ONLINE,NTB,10 December 2022,4
SA,ONLINE,Existing,9 December 2022,45
SA,ONLINE,NTB,9 December 2022,7
SA,ONLINE,Existing,8 December 2022,44
SA,ONLINE,NTB,8 December 2022,6
SA,ONLINE,Existing,7 December 2022,64
SA,ONLINE,NTB,7 December 2022,10
SA,ONLINE,Existing,6 December 2022,56
SA,ONLINE,NTB,6 December 2022,9
SA,ONLINE,Existing,5 December 2022,55
SA,ONLINE,NTB,5 December 2022,4
SA,ONLINE,Existing,4 December 2022,40
SA,ONLINE,NTB,4 December 2022,1
SA,ONLINE,Existing,3 December 2022,27
SA,ONLINE,NTB,3 December 2022,3
SA,ONLINE,Existing,2 December 2022,48
SA,ONLINE,NTB,2 December 2022,5
SA,ONLINE,Existing,1 December 2022,57
SA,ONLINE,NTB,1 December 2022,4
SA,ONLINE,Existing,30 November 2022,58
SA,ONLINE,NTB,30 November 2022,5
SA,ONLINE,Existing,29 November 2022,52
SA,ONLINE,NTB,29 November 2022,10
SA,ONLINE,Existing,28 November 2022,60
SA,ONLINE,NTB,28 November 2022,6
SA,ONLINE,Existing,27 November 2022,29
SA,ONLINE,NTB,27 November 2022,6
SA,ONLINE,Existing,26 November 2022,25
SA,ONLINE,NTB,26 November 2022,6
SA,ONLINE,Existing,25 November 2022,41
SA,ONLINE,NTB,25 November 2022,5
SA,ONLINE,Existing,24 November 2022,63
SA,ONLINE,NTB,24 November 2022,8
SA,ONLINE,Existing,23 November 2022,52
SA,ONLINE,NTB,23 November 2022,7
SA,ONLINE,Existing,22 November 2022,33
SA,ONLINE,NTB,22 November 2022,10
SA,ONLINE,Existing,21 November 2022,51
SA,ONLINE,NTB,21 November 2022,7
SA,ONLINE,Existing,20 November 2022,37
SA,ONLINE,NTB,20 November 2022,5
SA,ONLINE,Existing,19 November 2022,32
SA,ONLINE,NTB,19 November 2022,8
SA,ONLINE,Existing,18 November 2022,45
SA,ONLINE,NTB,18 November 2022,5
SA,ONLINE,Existing,17 November 2022,47
SA,ONLINE,NTB,17 November 2022,11
SM,MOBILE APP,Existing,13 February 2023,372
SM,MOBILE APP,NTB,13 February 2023,47
SM,MOBILE APP,Existing,12 February 2023,347
SM,MOBILE APP,NTB,12 February 2023,27
SM,MOBILE APP,Existing,11 February 2023,316
SM,MOBILE APP,NTB,11 February 2023,31
SM,MOBILE APP,Existing,10 February 2023,301
SM,MOBILE APP,NTB,10 February 2023,38
SM,MOBILE APP,Existing,9 February 2023,381
SM,MOBILE APP,NTB,9 February 2023,62
SM,MOBILE APP,Existing,8 February 2023,411
SM,MOBILE APP,NTB,8 February 2023,70
SM,MOBILE APP,Existing,7 February 2023,417
SM,MOBILE APP,NTB,7 February 2023,49
SM,MOBILE APP,Existing,6 February 2023,352
SM,MOBILE APP,NTB,6 February 2023,35
SM,MOBILE APP,Existing,5 February 2023,356
SM,MOBILE APP,NTB,5 February 2023,44
SM,MOBILE APP,Existing,4 February 2023,313
SM,MOBILE APP,NTB,4 February 2023,29
SM,MOBILE APP,Existing,3 February 2023,300
SM,MOBILE APP,NTB,3 February 2023,43
SM,MOBILE APP,Existing,2 February 2023,451
SM,MOBILE APP,NTB,2 February 2023,49
SM,MOBILE APP,Existing,1 February 2023,538
SM,MOBILE APP,NTB,1 February 2023,76
SM,MOBILE APP,Existing,31 January 2023,411
SM,MOBILE APP,NTB,31 January 2023,56
SM,MOBILE APP,Existing,30 January 2023,387
SM,MOBILE APP,NTB,30 January 2023,45
SM,MOBILE APP,Existing,29 January 2023,397
SM,MOBILE APP,NTB,29 January 2023,59
SM,MOBILE APP,Existing,28 January 2023,257
SM,MOBILE APP,NTB,28 January 2023,34
SM,MOBILE APP,Existing,27 January 2023,352
SM,MOBILE APP,NTB,27 January 2023,46
SM,MOBILE APP,Existing,26 January 2023,376
SM,MOBILE APP,NTB,26 January 2023,51
SM,MOBILE APP,Existing,25 January 2023,424
SM,MOBILE APP,NTB,25 January 2023,51
SM,MOBILE APP,Existing,24 January 2023,388
SM,MOBILE APP,NTB,24 January 2023,49
SM,MOBILE APP,Existing,23 January 2023,366
SM,MOBILE APP,NTB,23 January 2023,28
SM,MOBILE APP,Existing,22 January 2023,339
SM,MOBILE APP,NTB,22 January 2023,32
SM,MOBILE APP,Existing,21 January 2023,296
SM,MOBILE APP,NTB,21 January 2023,29
SM,MOBILE APP,Existing,20 January 2023,347
SM,MOBILE APP,NTB,20 January 2023,40
SM,MOBILE APP,Existing,19 January 2023,447
SM,MOBILE APP,NTB,19 January 2023,53
SM,MOBILE APP,Existing,18 January 2023,460
SM,MOBILE APP,NTB,18 January 2023,64
SM,MOBILE APP,Existing,17 January 2023,419
SM,MOBILE APP,NTB,17 January 2023,60
SM,MOBILE APP,Existing,16 January 2023,356
SM,MOBILE APP,NTB,16 January 2023,47
SM,MOBILE APP,Existing,15 January 2023,324
SM,MOBILE APP,NTB,15 January 2023,42
SM,MOBILE APP,Existing,14 January 2023,367
SM,MOBILE APP,NTB,14 January 2023,28
SM,MOBILE APP,Existing,13 January 2023,397
SM,MOBILE APP,NTB,13 January 2023,69
SM,MOBILE APP,Existing,12 January 2023,465
SM,MOBILE APP,NTB,12 January 2023,48
SM,MOBILE APP,Existing,11 January 2023,544
SM,MOBILE APP,NTB,11 January 2023,37
SM,MOBILE APP,Existing,10 January 2023,444
SM,MOBILE APP,NTB,10 January 2023,33
SM,MOBILE APP,Existing,9 January 2023,453
SM,MOBILE APP,NTB,9 January 2023,42
SM,MOBILE APP,Existing,8 January 2023,336
SM,MOBILE APP,NTB,8 January 2023,28
SM,MOBILE APP,Existing,7 January 2023,335
SM,MOBILE APP,NTB,7 January 2023,37
SM,MOBILE APP,Existing,6 January 2023,404
SM,MOBILE APP,NTB,6 January 2023,67
SM,MOBILE APP,Existing,5 January 2023,542
SM,MOBILE APP,NTB,5 January 2023,48
SM,MOBILE APP,Existing,4 January 2023,575
SM,MOBILE APP,NTB,4 January 2023,45
SM,MOBILE APP,Existing,3 January 2023,479
SM,MOBILE APP,NTB,3 January 2023,35
SM,MOBILE APP,Existing,2 January 2023,424
SM,MOBILE APP,NTB,2 January 2023,33
SM,MOBILE APP,Existing,1 January 2023,350
SM,MOBILE APP,NTB,1 January 2023,46
SM,MOBILE APP,Existing,31 December 2022,237
SM,MOBILE APP,NTB,31 December 2022,14
SM,MOBILE APP,Existing,30 December 2022,373
SM,MOBILE APP,NTB,30 December 2022,37
SM,MOBILE APP,Existing,29 December 2022,368
SM,MOBILE APP,NTB,29 December 2022,28
SM,MOBILE APP,Existing,28 December 2022,374
SM,MOBILE APP,NTB,28 December 2022,32
SM,MOBILE APP,Existing,27 December 2022,262
SM,MOBILE APP,NTB,27 December 2022,17
SM,MOBILE APP,Existing,26 December 2022,216
SM,MOBILE APP,NTB,26 December 2022,15
SM,MOBILE APP,Existing,25 December 2022,132
SM,MOBILE APP,NTB,25 December 2022,11
SM,MOBILE APP,Existing,24 December 2022,147
SM,MOBILE APP,NTB,24 December 2022,16
SM,MOBILE APP,Existing,23 December 2022,216
SM,MOBILE APP,NTB,23 December 2022,31
SM,MOBILE APP,Existing,22 December 2022,272
SM,MOBILE APP,NTB,22 December 2022,25
SM,MOBILE APP,Existing,21 December 2022,312
SM,MOBILE APP,NTB,21 December 2022,25
SM,MOBILE APP,Existing,20 December 2022,265
SM,MOBILE APP,NTB,20 December 2022,35
SM,MOBILE APP,Existing,19 December 2022,262
SM,MOBILE APP,NTB,19 December 2022,28
SM,MOBILE APP,Existing,18 December 2022,182
SM,MOBILE APP,NTB,18 December 2022,24
SM,MOBILE APP,Existing,17 December 2022,141
SM,MOBILE APP,NTB,17 December 2022,20
SM,MOBILE APP,Existing,16 December 2022,219
SM,MOBILE APP,NTB,16 December 2022,20
SM,MOBILE APP,Existing,15 December 2022,299
SM,MOBILE APP,NTB,15 December 2022,44
SM,MOBILE APP,Existing,14 December 2022,307
SM,MOBILE APP,NTB,14 December 2022,47
SM,MOBILE APP,Existing,13 December 2022,303
SM,MOBILE APP,NTB,13 December 2022,40
SM,MOBILE APP,Existing,12 December 2022,243
SM,MOBILE APP,NTB,12 December 2022,27
SM,MOBILE APP,Existing,11 December 2022,205
SM,MOBILE APP,NTB,11 December 2022,22
SM,MOBILE APP,Existing,10 December 2022,198
SM,MOBILE APP,NTB,10 December 2022,23
SM,MOBILE APP,Existing,9 December 2022,205
SM,MOBILE APP,NTB,9 December 2022,21
SM,MOBILE APP,Existing,8 December 2022,318
SM,MOBILE APP,NTB,8 December 2022,36
SM,MOBILE APP,Existing,7 December 2022,313
SM,MOBILE APP,NTB,7 December 2022,45
SM,MOBILE APP,Existing,6 December 2022,329
SM,MOBILE APP,NTB,6 December 2022,36
SM,MOBILE APP,Existing,5 December 2022,306
SM,MOBILE APP,NTB,5 December 2022,44
SM,MOBILE APP,Existing,4 December 2022,166
SM,MOBILE APP,NTB,4 December 2022,29
SM,MOBILE APP,Existing,3 December 2022,156
SM,MOBILE APP,NTB,3 December 2022,23
SM,MOBILE APP,Existing,2 December 2022,232
SM,MOBILE APP,NTB,2 December 2022,32
SM,MOBILE APP,Existing,1 December 2022,353
SM,MOBILE APP,NTB,1 December 2022,36
SM,MOBILE APP,Existing,30 November 2022,327
SM,MOBILE APP,NTB,30 November 2022,23
SM,MOBILE APP,Existing,29 November 2022,276
SM,MOBILE APP,NTB,29 November 2022,47
SM,MOBILE APP,Existing,28 November 2022,266
SM,MOBILE APP,NTB,28 November 2022,27
SM,MOBILE APP,Existing,27 November 2022,240
SM,MOBILE APP,NTB,27 November 2022,26
SM,MOBILE APP,Existing,26 November 2022,179
SM,MOBILE APP,NTB,26 November 2022,20
SM,MOBILE APP,Existing,25 November 2022,216
SM,MOBILE APP,NTB,25 November 2022,42
SM,MOBILE APP,Existing,24 November 2022,288
SM,MOBILE APP,NTB,24 November 2022,33
SM,MOBILE APP,Existing,23 November 2022,330
SM,MOBILE APP,NTB,23 November 2022,35
SM,MOBILE APP,Existing,22 November 2022,303
SM,MOBILE APP,NTB,22 November 2022,41
SM,MOBILE APP,Existing,21 November 2022,332
SM,MOBILE APP,NTB,21 November 2022,38
SM,MOBILE APP,Existing,20 November 2022,262
SM,MOBILE APP,NTB,20 November 2022,32
SM,MOBILE APP,Existing,19 November 2022,260
SM,MOBILE APP,NTB,19 November 2022,23
SM,MOBILE APP,Existing,18 November 2022,271
SM,MOBILE APP,NTB,18 November 2022,38
SM,MOBILE APP,Existing,17 November 2022,337
SM,MOBILE APP,NTB,17 November 2022,44
SM,ONLINE,Existing,13 February 2023,225
SM,ONLINE,NTB,13 February 2023,369
SM,ONLINE,Existing,12 February 2023,168
SM,ONLINE,NTB,12 February 2023,258
SM,ONLINE,Existing,11 February 2023,106
SM,ONLINE,NTB,11 February 2023,232
SM,ONLINE,Existing,10 February 2023,203
SM,ONLINE,NTB,10 February 2023,361
SM,ONLINE,Existing,9 February 2023,216
SM,ONLINE,NTB,9 February 2023,349
SM,ONLINE,Existing,8 February 2023,255
SM,ONLINE,NTB,8 February 2023,357
SM,ONLINE,Existing,7 February 2023,224
SM,ONLINE,NTB,7 February 2023,374
SM,ONLINE,Existing,6 February 2023,242
SM,ONLINE,NTB,6 February 2023,358
SM,ONLINE,Existing,5 February 2023,195
SM,ONLINE,NTB,5 February 2023,252
SM,ONLINE,Existing,4 February 2023,187
SM,ONLINE,NTB,4 February 2023,263
SM,ONLINE,Existing,3 February 2023,171
SM,ONLINE,NTB,3 February 2023,288
SM,ONLINE,Existing,2 February 2023,262
SM,ONLINE,NTB,2 February 2023,299
SM,ONLINE,Existing,1 February 2023,290
SM,ONLINE,NTB,1 February 2023,395
SM,ONLINE,Existing,31 January 2023,255
SM,ONLINE,NTB,31 January 2023,357
SM,ONLINE,Existing,30 January 2023,231
SM,ONLINE,NTB,30 January 2023,360
SM,ONLINE,Existing,29 January 2023,203
SM,ONLINE,NTB,29 January 2023,252
SM,ONLINE,Existing,28 January 2023,151
SM,ONLINE,NTB,28 January 2023,195
SM,ONLINE,Existing,27 January 2023,202
SM,ONLINE,NTB,27 January 2023,313
SM,ONLINE,Existing,26 January 2023,243
SM,ONLINE,NTB,26 January 2023,254
SM,ONLINE,Existing,25 January 2023,238
SM,ONLINE,NTB,25 January 2023,316
SM,ONLINE,Existing,24 January 2023,185
SM,ONLINE,NTB,24 January 2023,351
SM,ONLINE,Existing,23 January 2023,263
SM,ONLINE,NTB,23 January 2023,357
SM,ONLINE,Existing,22 January 2023,215
SM,ONLINE,NTB,22 January 2023,226
SM,ONLINE,Existing,21 January 2023,189
SM,ONLINE,NTB,21 January 2023,207
SM,ONLINE,Existing,20 January 2023,213
SM,ONLINE,NTB,20 January 2023,365
SM,ONLINE,Existing,19 January 2023,248
SM,ONLINE,NTB,19 January 2023,284
SM,ONLINE,Existing,18 January 2023,298
SM,ONLINE,NTB,18 January 2023,325
SM,ONLINE,Existing,17 January 2023,274
SM,ONLINE,NTB,17 January 2023,390
SM,ONLINE,Existing,16 January 2023,259
SM,ONLINE,NTB,16 January 2023,396
SM,ONLINE,Existing,15 January 2023,239
SM,ONLINE,NTB,15 January 2023,267
SM,ONLINE,Existing,14 January 2023,217
SM,ONLINE,NTB,14 January 2023,240
SM,ONLINE,Existing,13 January 2023,219
SM,ONLINE,NTB,13 January 2023,332
SM,ONLINE,Existing,12 January 2023,263
SM,ONLINE,NTB,12 January 2023,385
SM,ONLINE,Existing,11 January 2023,313
SM,ONLINE,NTB,11 January 2023,436
SM,ONLINE,Existing,10 January 2023,290
SM,ONLINE,NTB,10 January 2023,400
SM,ONLINE,Existing,9 January 2023,296
SM,ONLINE,NTB,9 January 2023,388
SM,ONLINE,Existing,8 January 2023,232
SM,ONLINE,NTB,8 January 2023,224
