Product Name,Channel Description,NTB (group),Day of Calendar Date,Sales
SM,ONLINE,Existing,7 January 2023,228
SM,ONLINE,NTB,7 January 2023,242
SM,ONLINE,Existing,6 January 2023,223
SM,ONLINE,NTB,6 January 2023,381
SM,ONLINE,Existing,5 January 2023,342
SM,ONLINE,NTB,5 January 2023,446
SM,ONLINE,Existing,4 January 2023,335
SM,ONLINE,NTB,4 January 2023,400
SM,ONLINE,Existing,3 January 2023,393
SM,ONLINE,NTB,3 January 2023,351
SM,ONLINE,Existing,2 January 2023,287
SM,ONLINE,NTB,2 January 2023,266
SM,ONLINE,Existing,1 January 2023,223
SM,ONLINE,NTB,1 January 2023,216
SM,ONLINE,Existing,31 December 2022,121
SM,ONLINE,NTB,31 December 2022,148
SM,ONLINE,Existing,30 December 2022,176
SM,ONLINE,NTB,30 December 2022,292
SM,ONLINE,Existing,29 December 2022,211
SM,ONLINE,NTB,29 December 2022,289
SM,ONLINE,Existing,28 December 2022,223
SM,ONLINE,NTB,28 December 2022,252
SM,ONLINE,Existing,27 December 2022,141
SM,ONLINE,NTB,27 December 2022,188
SM,ONLINE,Existing,26 December 2022,109
SM,ONLINE,NTB,26 December 2022,127
SM,ONLINE,Existing,25 December 2022,29
SM,ONLINE,NTB,25 December 2022,65
SM,ONLINE,Existing,24 December 2022,74
SM,ONLINE,NTB,24 December 2022,118
SM,ONLINE,Existing,23 December 2022,113
SM,ONLINE,NTB,23 December 2022,185
SM,ONLINE,Existing,22 December 2022,141
SM,ONLINE,NTB,22 December 2022,206
SM,ONLINE,Existing,21 December 2022,184
SM,ONLINE,NTB,21 December 2022,234
SM,ONLINE,Existing,20 December 2022,178
SM,ONLINE,NTB,20 December 2022,206
SM,ONLINE,Existing,19 December 2022,159
SM,ONLINE,NTB,19 December 2022,244
SM,ONLINE,Existing,18 December 2022,106
SM,ONLINE,NTB,18 December 2022,164
SM,ONLINE,Existing,17 December 2022,101
SM,ONLINE,NTB,17 December 2022,174
SM,ONLINE,Existing,16 December 2022,127
SM,ONLINE,NTB,16 December 2022,187
SM,ONLINE,Existing,15 December 2022,160
SM,ONLINE,NTB,15 December 2022,251
SM,ONLINE,Existing,14 December 2022,184
SM,ONLINE,NTB,14 December 2022,303
SM,ONLINE,Existing,13 December 2022,166
SM,ONLINE,NTB,13 December 2022,307
SM,ONLINE,Existing,12 December 2022,201
SM,ONLINE,NTB,12 December 2022,296
SM,ONLINE,Existing,11 December 2022,112
SM,ONLINE,NTB,11 December 2022,185
SM,ONLINE,Existing,10 December 2022,101
SM,ONLINE,NTB,10 December 2022,171
SM,ONLINE,Existing,9 December 2022,128
SM,ONLINE,NTB,9 December 2022,230
SM,ONLINE,Existing,8 December 2022,174
SM,ONLINE,NTB,8 December 2022,331
SM,ONLINE,Existing,7 December 2022,163
SM,ONLINE,NTB,7 December 2022,321
SM,ONLINE,Existing,6 December 2022,142
SM,ONLINE,NTB,6 December 2022,288
SM,ONLINE,Existing,5 December 2022,139
SM,ONLINE,NTB,5 December 2022,289
SM,ONLINE,Existing,4 December 2022,121
SM,ONLINE,NTB,4 December 2022,164
SM,ONLINE,Existing,3 December 2022,73
SM,ONLINE,NTB,3 December 2022,173
SM,ONLINE,Existing,2 December 2022,129
SM,ONLINE,NTB,2 December 2022,211
SM,ONLINE,Existing,1 December 2022,181
SM,ONLINE,NTB,1 December 2022,256
SM,ONLINE,Existing,30 November 2022,223
SM,ONLINE,NTB,30 November 2022,244
SM,ONLINE,Existing,29 November 2022,161
SM,ONLINE,NTB,29 November 2022,284
SM,ONLINE,Existing,28 November 2022,175
SM,ONLINE,NTB,28 November 2022,282
SM,ONLINE,Existing,27 November 2022,131
SM,ONLINE,NTB,27 November 2022,226
SM,ONLINE,Existing,26 November 2022,114
SM,ONLINE,NTB,26 November 2022,174
SM,ONLINE,Existing,25 November 2022,133
SM,ONLINE,NTB,25 November 2022,265
SM,ONLINE,Existing,24 November 2022,176
SM,ONLINE,NTB,24 November 2022,240
SM,ONLINE,Existing,23 November 2022,212
SM,ONLINE,NTB,23 November 2022,302
SM,ONLINE,Existing,22 November 2022,192
SM,ONLINE,NTB,22 November 2022,309
SM,ONLINE,Existing,21 November 2022,243
SM,ONLINE,NTB,21 November 2022,330
SM,ONLINE,Existing,20 November 2022,161
SM,ONLINE,NTB,20 November 2022,226
SM,ONLINE,Existing,19 November 2022,137
SM,ONLINE,NTB,19 November 2022,212
SM,ONLINE,Existing,18 November 2022,151
SM,ONLINE,NTB,18 November 2022,263
SM,ONLINE,Existing,17 November 2022,191
SM,ONLINE,NTB,17 November 2022,313
